kmer	event_sum	flk_behaviour	my0_intactk_sum	my1_intactk_sum	otherk	my0_otherk_sum	my1_otherk_sum	event
kmer41	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842003 1868703 1899617 1974240 2155144 2399023  | StartL_sd: 153570  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363413 1847836 1882072 1981185 2206653 2294805  | StartL_sd: 174267  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807758 1816676 1816718 1849477 1817750 2297959  | StartL_sd: 97035  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313557 314609 315657 315349 315658 316717	StartL_stat: 2207729 2207729 2207729 2207729 2207729 2207729  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300477 300477 300477 300477 300477 300477	inversion
kmer40	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842033 1868733 1899647 1974253 2155114 2399053  | StartL_sd: 153545  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363383 1847866 1882102 1981192 2206623 2294775  | StartL_sd: 174240  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807788 1816706 1816748 1849502 1817780 2297929  | StartL_sd: 97019  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313527 314579 315627 315319 315628 316687	StartL_stat: 2207699 2207699 2207699 2207699 2207699 2207699  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300447 300447 300447 300447 300447 300447	inversion
kmer39	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844346 1871045 1901960 1975123 2152801 2401366  | StartL_sd: 152162  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361070 1850179 1884414 1982075 2204310 2292462  | StartL_sd: 172125  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808039 2131340 2132393 2110538 2133434 2322921  | StartL_sd: 89655  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313451 314503 315551 315243 315552 316611	StartL_stat: 1907211 1907211 1907211 1907211 1907211 1907211  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300371 300371 300371 300371 300371 300371	inversion
kmer38	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844260 1870959 1901874 1975086 2152887 2401280  | StartL_sd: 152230  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361156 1850093 1884328 1982053 2204396 2292548  | StartL_sd: 172201  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807953 2131426 2132479 2110610 2133520 2323007  | StartL_sd: 89701  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313537 314589 315637 315329 315638 316697	StartL_stat: 1907125 1907125 1907125 1907125 1907125 1907125  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300457 300457 300457 300457 300457 300457	inversion
kmer37	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844274 1870973 1901888 1975092 2152873 2401294  | StartL_sd: 152219  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361142 1850107 1884342 1982056 2204382 2292534  | StartL_sd: 172188  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807967 2131412 2132465 2110598 2133506 2322993  | StartL_sd: 89694  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313523 314575 315623 315315 315624 316683	StartL_stat: 1907139 1907139 1907139 1907139 1907139 1907139  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300443 300443 300443 300443 300443 300443	inversion
kmer36	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844282 1870981 1901896 1975095 2152865 2401302  | StartL_sd: 152213  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361134 1850115 1884350 1982058 2204374 2292526  | StartL_sd: 172181  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807975 2131404 2132457 2110591 2133498 2322985  | StartL_sd: 89690  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313515 314567 315615 315307 315616 316675	StartL_stat: 1907147 1907147 1907147 1907147 1907147 1907147  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300435 300435 300435 300435 300435 300435	inversion
kmer35	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844331 1871030 1901945 1975117 2152816 2401351  | StartL_sd: 152174  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361085 1850164 1884400 1982071 2204325 2292477  | StartL_sd: 172138  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808024 2131356 2132408 2110551 2133450 2322936  | StartL_sd: 89663  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313466 314518 315566 315258 315567 316626	StartL_stat: 1907196 1907196 1907196 1907196 1907196 1907196  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300386 300386 300386 300386 300386 300386	inversion
kmer34	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842066 1868766 1899680 1974268 2155081 2399086  | StartL_sd: 153519  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363350 1847899 1882134 1981201 2206590 2294742  | StartL_sd: 174211  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807821 1816739 1816781 1849529 1817812 2297896  | StartL_sd: 97001  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313494 314546 315594 315286 315595 316654	StartL_stat: 2207666 2207666 2207666 2207666 2207666 2207666  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300414 300414 300414 300414 300414 300414	inversion
kmer31	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842059 1868759 1899673 1974264 2155088 2399079  | StartL_sd: 153525  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363357 1847892 1882128 1981199 2206597 2294749  | StartL_sd: 174217  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807814 1816732 1816774 1849523 1817806 2297903  | StartL_sd: 97005  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313501 314553 315601 315293 315602 316661	StartL_stat: 2207673 2207673 2207673 2207673 2207673 2207673  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300421 300421 300421 300421 300421 300421	inversion
kmer30	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844238 1870937 1901852 1975076 2152909 2401258  | StartL_sd: 152248  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361178 1850071 1884306 1982047 2204418 2292570  | StartL_sd: 172220  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807931 2131448 2132501 2110628 2133542 2323029  | StartL_sd: 89713  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313559 314611 315659 315351 315660 316719	StartL_stat: 1907103 1907103 1907103 1907103 1907103 1907103  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300479 300479 300479 300479 300479 300479	inversion
kmer3	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844319 1871018 1901933 1975112 2152828 2401339  | StartL_sd: 152183  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361097 1850152 1884388 1982068 2204337 2292489  | StartL_sd: 172149  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808012 2131368 2132420 2110561 2133462 2322948  | StartL_sd: 89670  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313478 314530 315578 315270 315579 316638	StartL_stat: 1907184 1907184 1907184 1907184 1907184 1907184  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300398 300398 300398 300398 300398 300398	inversion
kmer29	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842083 1868783 1899697 1974275 2155064 2399103  | StartL_sd: 153505  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363333 1847916 1882152 1981205 2206573 2294725  | StartL_sd: 174196  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807838 1816756 1816798 1849543 1817830 2297879  | StartL_sd: 96992  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313477 314529 315577 315269 315578 316637	StartL_stat: 2207649 2207649 2207649 2207649 2207649 2207649  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300397 300397 300397 300397 300397 300397	inversion
kmer27	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842054 1868754 1899668 1974262 2155093 2399074  | StartL_sd: 153529  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363362 1847887 1882122 1981198 2206602 2294754  | StartL_sd: 174222  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807809 1816727 1816769 1849519 1817800 2297908  | StartL_sd: 97007  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313506 314558 315606 315298 315607 316666	StartL_stat: 2207678 2207678 2207678 2207678 2207678 2207678  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300426 300426 300426 300426 300426 300426	inversion
kmer26	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844300 1870999 1901914 1975103 2152847 2401320  | StartL_sd: 152198  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361116 1850133 1884368 1982063 2204356 2292508  | StartL_sd: 172165  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807993 2131386 2132439 2110576 2133480 2322967  | StartL_sd: 89680  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313497 314549 315597 315289 315598 316657	StartL_stat: 1907165 1907165 1907165 1907165 1907165 1907165  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300417 300417 300417 300417 300417 300417	inversion
kmer24	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1841997 1868697 1899611 1974237 2155150 2399017  | StartL_sd: 153574  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363419 1847830 1882066 1981183 2206659 2294811  | StartL_sd: 174272  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807752 1816670 1816712 1849472 1817744 2297965  | StartL_sd: 97038  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313563 314615 315663 315355 315664 316723	StartL_stat: 2207735 2207735 2207735 2207735 2207735 2207735  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300483 300483 300483 300483 300483 300483	inversion
kmer22	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842099 1868799 1899713 1974282 2155048 2399119  | StartL_sd: 153493  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363317 1847932 1882168 1981209 2206557 2294709  | StartL_sd: 174182  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807854 1816772 1816814 1849556 1817846 2297863  | StartL_sd: 96983  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313461 314513 315561 315253 315562 316621	StartL_stat: 2207633 2207633 2207633 2207633 2207633 2207633  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300381 300381 300381 300381 300381 300381	inversion
kmer21	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842090 1868790 1899704 1974278 2155057 2399110  | StartL_sd: 153500  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363326 1847923 1882158 1981207 2206566 2294718  | StartL_sd: 174190  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807845 1816763 1816805 1849549 1817836 2297872  | StartL_sd: 96988  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313470 314522 315570 315262 315571 316630	StartL_stat: 2207642 2207642 2207642 2207642 2207642 2207642  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300390 300390 300390 300390 300390 300390	inversion
kmer20	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844256 1870955 1901870 1975084 2152891 2401276  | StartL_sd: 152233  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361160 1850089 1884324 1982052 2204400 2292552  | StartL_sd: 172204  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807949 2131430 2132483 2110613 2133524 2323011  | StartL_sd: 89703  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313541 314593 315641 315333 315642 316701	StartL_stat: 1907121 1907121 1907121 1907121 1907121 1907121  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300461 300461 300461 300461 300461 300461	inversion
kmer2	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842005 1868705 1899619 1974241 2155142 2399025  | StartL_sd: 153568  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363411 1847838 1882074 1981185 2206651 2294803  | StartL_sd: 174265  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807760 1816678 1816720 1849478 1817752 2297957  | StartL_sd: 97034  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313555 314607 315655 315347 315656 316715	StartL_stat: 2207727 2207727 2207727 2207727 2207727 2207727  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300475 300475 300475 300475 300475 300475	inversion
kmer19	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842051 1868751 1899665 1974261 2155096 2399071  | StartL_sd: 153531  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363365 1847884 1882120 1981197 2206605 2294757  | StartL_sd: 174224  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807806 1816724 1816766 1849517 1817798 2297911  | StartL_sd: 97009  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313509 314561 315609 315301 315610 316669	StartL_stat: 2207681 2207681 2207681 2207681 2207681 2207681  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300429 300429 300429 300429 300429 300429	inversion
kmer182	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844341 1871040 1901955 1975121 2152806 2401361  | StartL_sd: 152166  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361075 1850174 1884410 1982074 2204315 2292467  | StartL_sd: 172129  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808034 2131346 2132398 2110542 2133440 2322926  | StartL_sd: 89658  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313456 314508 315556 315248 315557 316616	StartL_stat: 1907206 1907206 1907206 1907206 1907206 1907206  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300376 300376 300376 300376 300376 300376	inversion
kmer181	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1842105 1868805 1899719 1974285 2155042 2399125  | StartL_sd: 153488  | StartR_stat: 1844204 1870903 1901818 1975061 2152943 2401224  | StartR_sd: 152275  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1363311 1847938 1882174 1981211 2206551 2294703  | StartL_sd: 174177  | StartR_stat: 1361212 1850037 1884272 1982038 2204452 2292604  | StartR_sd: 172250  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1807860 1816778 1816820 1849561 1817852 2297857  | StartL_sd: 96980  | StartR_stat: 1807897 2131482 2132535 2110656 2133576 2323063  | StartR_sd: 89731  | flk_dist_stat: 313455 314507 315555 315247 315556 316615	StartL_stat: 2207627 2207627 2207627 2207627 2207627 2207627  | StartL_sd: NA  | StartR_stat: 1907069 1907069 1907069 1907069 1907069 1907069  | StartR_sd: NA  | flk_dist_stat: 300375 300375 300375 300375 300375 300375	inversion
kmer180	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844309 1871008 1901923 1975107 2152838 2401329  | StartL_sd: 152191  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361107 1850142 1884378 1982065 2204347 2292499  | StartL_sd: 172157  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808002 2131378 2132430 2110569 2133472 2322958  | StartL_sd: 89675  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313488 314540 315588 315280 315589 316648	StartL_stat: 1907174 1907174 1907174 1907174 1907174 1907174  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300408 300408 300408 300408 300408 300408	inversion
kmer179	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844357 1871056 1901971 1975128 2152790 2401377  | StartL_sd: 152153  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361059 1850190 1884426 1982078 2204299 2292451  | StartL_sd: 172115  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808050 2131330 2132382 2110529 2133424 2322910  | StartL_sd: 89650  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313440 314492 315540 315232 315541 316600	StartL_stat: 1907222 1907222 1907222 1907222 1907222 1907222  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300360 300360 300360 300360 300360 300360	inversion
kmer178	intact_k:mv&flp	 intact_k:164/165(0.99):164/303(0.54) mv&flp:1/165(0.01):139/303(0.46)	StartL_stat: 1844347 1871046 1901961 1975124 2152800 2401367  | StartL_sd: 152161  | StartR_stat: 1842150 1868850 1899764 1974304 2154997 2399170  | StartR_sd: 153452  | flk_dist_stat: 2052 2054 2054 2489 2054 25849	StartL_stat: 1361069 1850180 1884416 1982075 2204309 2292461  | StartL_sd: 172124  | StartR_stat: 1363266 1847983 1882218 1981222 2206506 2294658  | StartR_sd: 174137  | flk_dist_stat: 2053 2054 2054 2344 2054 25849	mv&flp	StartL_stat: 1808040 2131340 2132392 2110538 2133434 2322920  | StartL_sd: 89655  | StartR_stat: 1807905 1816823 1816865 1849598 1817896 2297812  | StartR_sd: 96956  | flk_dist_stat: 313450 314502 315550 315242 315551 316610	StartL_stat: 1907212 1907212 1907212 1907212 1907212 1907212  | StartL_sd: NA  | StartR_stat: 2207582 2207582 2207582 2207582 2207582 2207582  | StartR_sd: NA  | flk_dist_stat: 300370 300370 300370 300370 300370 300370	inversion
