genome	case_control	kmer	StartL	EndL	StartR	EndR	mybehave	intactk_orien	flk_dist
I480	1	kmer49	1820001	1819952	1817898	1817764	intact_k	intactk_rev	2054
I483	0	kmer49	2133544	2133593	1818948	1818814	mv&flp	NA	314596
I496	0	kmer49	1809007	1808958	2123603	2123737	mv&flp	NA	314596
I498	0	kmer49	1870956	1870907	1868853	1868719	intact_k	intactk_rev	2054
I518	0	kmer49	1901868	1901819	1899765	1899631	intact_k	intactk_rev	2054
I521	0	kmer49	2132492	2132541	1817896	1817762	mv&flp	NA	314596
I538	1	kmer49	1902145	1902096	1900042	1899908	intact_k	intactk_rev	2054
I539	1	kmer49	1902144	1902095	1900041	1899907	intact_k	intactk_rev	2054
I598	1	kmer49	2206790	2206839	2208893	2209027	intact_k	intactk_fwd	2054
I602	0	kmer49	2133542	2133591	1817897	1817763	mv&flp	NA	315645
I623	0	kmer49	1901853	1901804	1899750	1899616	intact_k	intactk_rev	2054
I646	1	kmer49	1794652	1794603	1792549	1792415	intact_k	intactk_rev	2054
I656	1	kmer49	2204415	2204464	2206518	2206652	intact_k	intactk_fwd	2054
I669	1	kmer49	1850256	1850207	1848153	1848019	intact_k	intactk_rev	2054
I692	0	kmer49	1901866	1901817	1899763	1899629	intact_k	intactk_rev	2054
I705	0	kmer49	1901865	1901816	1899762	1899628	intact_k	intactk_rev	2054
I707	1	kmer49	1361163	1361212	1363266	1363400	intact_k	intactk_fwd	2054
I728	0	kmer49	1847942	1847893	1845839	1845705	intact_k	intactk_rev	2054
I735	0	kmer49	2131448	2131497	1815794	1815660	mv&flp	NA	315654
I743	0	kmer49	2300093	2300142	2302196	2302330	intact_k	intactk_fwd	2054
I751	1	kmer49	1852190	1852141	1850087	1849953	intact_k	intactk_rev	2054
I752	1	kmer49	1904598	1904549	1902495	1902361	intact_k	intactk_rev	2054
I754	0	kmer49	2135282	2135331	1819637	1819503	mv&flp	NA	315645
I755	0	kmer49	2154747	2154796	2156850	2156984	intact_k	intactk_fwd	2054
I762	0	kmer49	1903963	1903914	1901860	1901726	intact_k	intactk_rev	2054
I763	0	kmer49	1902914	1902865	1900811	1900677	intact_k	intactk_rev	2054
I859	0	kmer49	2132491	2132540	1817895	1817761	mv&flp	NA	314596
I892	0	kmer49	2250421	2250470	2252524	2252658	intact_k	intactk_fwd	2054
I896	1	kmer49	2250419	2250468	2252522	2252656	intact_k	intactk_fwd	2054
I915	0	kmer49	1902917	1902868	1900814	1900680	intact_k	intactk_rev	2054
I945	0	kmer49	2134579	2134628	1817891	1817757	mv&flp	NA	316688
I955	0	kmer49	2131623	2131672	1817027	1816893	mv&flp	NA	314596
I958	0	kmer49	2132500	2132549	1816855	1816721	mv&flp	NA	315645
I959	0	kmer49	1870952	1870903	1868849	1868715	intact_k	intactk_rev	2054
I965	0	kmer49	1872004	1871955	1869901	1869767	intact_k	intactk_rev	2054
I968	0	kmer49	1946012	1945963	2260608	2260742	mv&flp	NA	314596
I976	0	kmer49	2292552	2292601	2294655	2294789	intact_k	intactk_fwd	2054
I977	0	kmer49	2207562	2207611	2209665	2209799	intact_k	intactk_fwd	2054
I978	0	kmer49	1903966	1903917	1901863	1901729	intact_k	intactk_rev	2054
I998	0	kmer49	2133721	2133770	1818076	1817942	mv&flp	NA	315645
J010	0	kmer49	2132443	2132492	1816792	1816658	mv&flp	NA	315651
J013	0	kmer49	2131443	2131492	1815798	1815664	mv&flp	NA	315645
J014	0	kmer49	2133527	2133576	1817876	1817742	mv&flp	NA	315651
J016	0	kmer49	2204398	2204447	2206501	2206635	intact_k	intactk_fwd	2054
J019	0	kmer49	2176097	2176048	2173994	2173860	intact_k	intactk_rev	2054
J022	0	kmer49	1872005	1871956	1869902	1869768	intact_k	intactk_rev	2054
J023	0	kmer49	1872003	1871954	1869900	1869766	intact_k	intactk_rev	2054
J024	1	kmer49	2208605	2208654	2210708	2210842	intact_k	intactk_fwd	2054
J027	0	kmer49	1902911	1902862	1900808	1900674	intact_k	intactk_rev	2054
J038	0	kmer49	2133550	2133599	1817911	1817777	mv&flp	NA	315639
J066	0	kmer49	2132496	2132545	1816845	1816711	mv&flp	NA	315651
J068	0	kmer49	2132496	2132545	1816845	1816711	mv&flp	NA	315651
J072	0	kmer49	1905018	1904969	1902915	1902781	intact_k	intactk_rev	2054
J073	0	kmer49	1905017	1904968	1902914	1902780	intact_k	intactk_rev	2054
J074	0	kmer49	1870955	1870906	1868852	1868718	intact_k	intactk_rev	2054
J076	0	kmer49	1870967	1870918	1868864	1868730	intact_k	intactk_rev	2054
J077	0	kmer49	1811081	1811032	2125691	2125825	mv&flp	NA	314610
J078	0	kmer49	1899526	1899477	1897423	1897289	intact_k	intactk_rev	2054
J083	0	kmer49	2174800	2174849	1858096	1857962	mv&flp	NA	316704
J085	0	kmer49	2323014	2323063	2007369	2007235	mv&flp	NA	315645
J090	0	kmer49	2132488	2132537	1816844	1816710	mv&flp	NA	315644
J091	0	kmer49	2132493	2132542	1816848	1816714	mv&flp	NA	315645
J092	0	kmer49	1851120	1851071	1849017	1848883	intact_k	intactk_rev	2054
J094	0	kmer49	1867205	1867156	1865102	1864968	intact_k	intactk_rev	2054
J098	1	kmer49	2208629	2208678	2210732	2210866	intact_k	intactk_fwd	2054
J100	0	kmer49	2133721	2133770	1818076	1817942	mv&flp	NA	315645
J107	0	kmer49	2132488	2132537	1816843	1816709	mv&flp	NA	315645
J110	0	kmer49	2132493	2132542	1816848	1816714	mv&flp	NA	315645
J115	0	kmer49	1810058	1810009	2123615	2123749	mv&flp	NA	313557
J120	0	kmer49	2133539	2133588	1817894	1817760	mv&flp	NA	315645
J122	0	kmer49	2132662	2132711	1817020	1816886	mv&flp	NA	315642
J129	0	kmer49	2132654	2132703	1817012	1816878	mv&flp	NA	315642
J139	0	kmer49	2134663	2134712	1819019	1818885	mv&flp	NA	315644
J148	0	kmer49	2186842	2186891	2188945	2189079	intact_k	intactk_fwd	2054
J151	0	kmer49	1871978	1871929	1869875	1869741	intact_k	intactk_rev	2054
J153	0	kmer49	2132482	2132531	1816840	1816706	mv&flp	NA	315642
J154	0	kmer49	2132483	2132532	1816842	1816708	mv&flp	NA	315641
J155	0	kmer49	2132492	2132541	1816847	1816713	mv&flp	NA	315645
J161	0	kmer49	2132490	2132539	1816849	1816715	mv&flp	NA	315641
J162	0	kmer49	1902906	1902857	1900803	1900669	intact_k	intactk_rev	2054
J165	0	kmer49	2208616	2208665	2210719	2210853	intact_k	intactk_fwd	2054
J170	0	kmer49	2131432	2131481	1816839	1816705	mv&flp	NA	314593
J171	0	kmer49	1870944	1870895	1868841	1868707	intact_k	intactk_rev	2054
J172	0	kmer49	1847929	1847880	1845826	1845692	intact_k	intactk_rev	2054
J173	0	kmer49	2131428	2131477	1816835	1816701	mv&flp	NA	314593
J174	0	kmer49	2131620	2131669	1817024	1816890	mv&flp	NA	314596
J175	0	kmer49	1809014	1808965	2124659	2124793	mv&flp	NA	315645
J178	0	kmer49	2132488	2132537	1815794	1815660	mv&flp	NA	316694
J184	0	kmer49	1900815	1900766	1898712	1898578	intact_k	intactk_rev	2054
J185	0	kmer49	2130396	2130445	1815792	1815658	mv&flp	NA	314604
J191	0	kmer49	2152640	2152689	2154743	2154877	intact_k	intactk_fwd	2054
J192	0	kmer49	1905020	1904971	1902917	1902783	intact_k	intactk_rev	2054
J193	0	kmer49	2131440	2131489	1815797	1815663	mv&flp	NA	315643
J194	0	kmer49	2131444	2131493	1816848	1816714	mv&flp	NA	314596
J196	0	kmer49	2307333	2307382	1992737	1992603	mv&flp	NA	314596
J197	0	kmer49	2132486	2132535	1815792	1815658	mv&flp	NA	316694
J199	0	kmer49	2131618	2131667	1817024	1816890	mv&flp	NA	314594
J201	0	kmer49	2129393	2129442	1814797	1814663	mv&flp	NA	314596
J203	0	kmer49	2132487	2132536	1816842	1816708	mv&flp	NA	315645
J205	0	kmer49	1870906	1870857	1868803	1868669	intact_k	intactk_rev	2054
J206	0	kmer49	2207573	2207622	2209676	2209810	intact_k	intactk_fwd	2054
J207	0	kmer49	1981131	1981082	2297812	2297946	mv&flp	NA	316681
J208	0	kmer49	2133536	2133585	1817892	1817758	mv&flp	NA	315644
J209	0	kmer49	1870934	1870885	1868831	1868697	intact_k	intactk_rev	2054
J210	0	kmer49	2207567	2207616	2209670	2209804	intact_k	intactk_fwd	2054
J226	0	kmer49	2132455	2132504	1816817	1816683	mv&flp	NA	315638
J233	0	kmer49	1870943	1870894	1868840	1868706	intact_k	intactk_rev	2054
J234	0	kmer49	1903965	1903916	1901862	1901728	intact_k	intactk_rev	2054
J246	0	kmer49	2205385	2205434	2207488	2207622	intact_k	intactk_fwd	2054
J247	0	kmer49	2153627	2153676	2155728	2155862	intact_k	intactk_fwd	2052
J249	1	kmer49	1853207	1853158	1851104	1850970	intact_k	intactk_rev	2054
J250	1	kmer49	1853209	1853160	1851106	1850972	intact_k	intactk_rev	2054
J251	1	kmer49	1853213	1853164	1851110	1850976	intact_k	intactk_rev	2054
J252	1	kmer49	1853209	1853160	1851106	1850972	intact_k	intactk_rev	2054
J253	1	kmer49	1852162	1852113	1850059	1849925	intact_k	intactk_rev	2054
J254	1	kmer49	1853209	1853160	1851106	1850972	intact_k	intactk_rev	2054
J255	1	kmer49	1853209	1853160	1851106	1850972	intact_k	intactk_rev	2054
J256	1	kmer49	1853212	1853163	1851109	1850975	intact_k	intactk_rev	2054
J257	1	kmer49	1853212	1853163	1851109	1850975	intact_k	intactk_rev	2054
J258	1	kmer49	1853214	1853165	1851111	1850977	intact_k	intactk_rev	2054
J259	1	kmer49	1853211	1853162	1851108	1850974	intact_k	intactk_rev	2054
J260	1	kmer49	1853209	1853160	1851106	1850972	intact_k	intactk_rev	2054
J261	1	kmer49	1852298	1852249	1850195	1850061	intact_k	intactk_rev	2054
J262	1	kmer49	1853211	1853162	1851108	1850974	intact_k	intactk_rev	2054
J263	1	kmer49	1853210	1853161	1851107	1850973	intact_k	intactk_rev	2054
J276	0	kmer49	2135638	2135687	1818944	1818810	mv&flp	NA	316694
J277	0	kmer49	2132673	2132722	1817028	1816894	mv&flp	NA	315645
J294	0	kmer49	2131919	2131968	1816274	1816140	mv&flp	NA	315645
J295	0	kmer49	2131407	2131456	1815762	1815628	mv&flp	NA	315645
J296	0	kmer49	2132490	2132539	1816845	1816711	mv&flp	NA	315645
J299	0	kmer49	2131618	2131667	1817023	1816889	mv&flp	NA	314595
J300	0	kmer49	2130391	2130440	1815795	1815661	mv&flp	NA	314596
J303	0	kmer49	2132476	2132525	1817885	1817751	mv&flp	NA	314591
J304	0	kmer49	2132361	2132410	1817765	1817631	mv&flp	NA	314596
J305	0	kmer49	2208625	2208674	2210728	2210862	intact_k	intactk_fwd	2054
J306	0	kmer49	1900796	1900747	1898693	1898559	intact_k	intactk_rev	2054
J310	0	kmer49	1899756	1899707	1897653	1897519	intact_k	intactk_rev	2054
J315	0	kmer49	1870937	1870888	1868834	1868700	intact_k	intactk_rev	2054
J341	0	kmer49	2132492	2132541	1816841	1816707	mv&flp	NA	315651
J349	0	kmer49	2152644	2152693	2154747	2154881	intact_k	intactk_fwd	2054
J352	0	kmer49	2131611	2131660	1817015	1816881	mv&flp	NA	314596
J353	0	kmer49	2131414	2131463	1815796	1815662	mv&flp	NA	315618
J354	0	kmer49	2131439	2131488	1816843	1816709	mv&flp	NA	314596
J355	0	kmer49	2132486	2132535	1817891	1817757	mv&flp	NA	314595
J356	0	kmer49	2131440	2131489	1816844	1816710	mv&flp	NA	314596
J357	0	kmer49	2186693	2186742	1871048	1870914	mv&flp	NA	315645
J358	0	kmer49	1903962	1903913	1901859	1901725	intact_k	intactk_rev	2054
J359	0	kmer49	2401273	2401224	2399170	2399036	intact_k	intactk_rev	2054
J360	0	kmer49	1903907	1903858	1901804	1901670	intact_k	intactk_rev	2054
J361	0	kmer49	1903955	1903906	1901852	1901718	intact_k	intactk_rev	2054
J362	0	kmer49	2123548	2123597	1807905	1807771	mv&flp	NA	315643
J363	0	kmer49	1864462	1864511	1890360	1890494	intact_k	intactk_fwd	25849
J364	0	kmer49	1886802	1886753	1884699	1884565	intact_k	intactk_rev	2054
J365	0	kmer49	1905013	1904964	1902910	1902776	intact_k	intactk_rev	2054
J366	0	kmer49	1905009	1904960	1902906	1902772	intact_k	intactk_rev	2054
J367	0	kmer49	2133544	2133593	1817899	1817765	mv&flp	NA	315645
J368	0	kmer49	1903962	1903913	1901859	1901725	intact_k	intactk_rev	2054
J369	0	kmer49	1900804	1900755	1898701	1898567	intact_k	intactk_rev	2054
J370	0	kmer49	2175604	2175653	2177707	2177841	intact_k	intactk_fwd	2054
J372	0	kmer49	1870967	1870918	1868864	1868730	intact_k	intactk_rev	2054
J375	0	kmer49	1869902	1869853	1867799	1867665	intact_k	intactk_rev	2054
J376	0	kmer49	1870956	1870907	1868853	1868719	intact_k	intactk_rev	2054
J377	0	kmer49	1870956	1870907	1868853	1868719	intact_k	intactk_rev	2054
J378	1	kmer49	1844252	1844203	1842149	1842015	intact_k	intactk_rev	2054
J379	0	kmer49	1844253	1844204	1842150	1842016	intact_k	intactk_rev	2054
J383	0	kmer49	2132484	2132533	1817888	1817754	mv&flp	NA	314596
J384	1	kmer49	2209625	2209674	2211727	2211861	intact_k	intactk_fwd	2053
J385	0	kmer49	2177729	2177778	1863133	1862999	mv&flp	NA	314596
J386	0	kmer49	2205468	2205517	2207571	2207705	intact_k	intactk_fwd	2054
J388	0	kmer49	2132496	2132545	1816844	1816710	mv&flp	NA	315652
J390	0	kmer49	2132497	2132546	1816845	1816711	mv&flp	NA	315652
J391	0	kmer49	2133546	2133595	1817894	1817760	mv&flp	NA	315652
J393	0	kmer49	2133545	2133594	1817894	1817760	mv&flp	NA	315651
J399	0	kmer49	1900577	1900528	1898474	1898340	intact_k	intactk_rev	2054
J400	0	kmer49	1852185	1852136	1850082	1849948	intact_k	intactk_rev	2054
J401	0	kmer49	1852183	1852134	1850080	1849946	intact_k	intactk_rev	2054
J402	0	kmer49	1870955	1870906	1868852	1868718	intact_k	intactk_rev	2054
J405	0	kmer49	1870952	1870903	1868849	1868715	intact_k	intactk_rev	2054
J406	0	kmer49	2134587	2134636	1817893	1817759	mv&flp	NA	316694
J407	0	kmer49	2135640	2135689	1818946	1818812	mv&flp	NA	316694
J408	0	kmer49	2152650	2152699	2154753	2154887	intact_k	intactk_fwd	2054
J409	0	kmer49	1903952	1903903	1901849	1901715	intact_k	intactk_rev	2054
J410	0	kmer49	2135584	2135633	1818890	1818756	mv&flp	NA	316694
J412	0	kmer49	1889884	1889835	1887781	1887647	intact_k	intactk_rev	2054
J420	0	kmer49	2132497	2132546	1817892	1817758	mv&flp	NA	314605
J421	0	kmer49	2132469	2132518	1816829	1816695	mv&flp	NA	315640
J422	0	kmer49	2133526	2133575	1817875	1817741	mv&flp	NA	315651
J424	0	kmer49	1903938	1903889	1901835	1901701	intact_k	intactk_rev	2054
J430	1	kmer49	2206775	2206824	2208878	2209012	intact_k	intactk_fwd	2054
J433	0	kmer49	2131443	2131492	1816848	1816714	mv&flp	NA	314595
J435	0	kmer49	2133528	2133577	1817885	1817751	mv&flp	NA	315643
J436	1	kmer49	2121507	2121556	2123610	2123744	intact_k	intactk_fwd	2054
J437	0	kmer49	2132493	2132542	1817897	1817763	mv&flp	NA	314596
J438	1	kmer49	1849039	1848990	1846936	1846802	intact_k	intactk_rev	2054
J450	0	kmer49	1847973	1847924	1845870	1845736	intact_k	intactk_rev	2054
J451	1	kmer49	1906056	1906007	1903953	1903819	intact_k	intactk_rev	2054
J452	1	kmer49	2204682	2204731	2206785	2206919	intact_k	intactk_fwd	2054
J453	0	kmer49	2133546	2133595	1817895	1817761	mv&flp	NA	315651
J454	0	kmer49	2132493	2132542	1815799	1815665	mv&flp	NA	316694
J455	0	kmer49	2206800	2206849	2208903	2209037	intact_k	intactk_fwd	2054
J457	1	kmer49	2206790	2206839	2208893	2209027	intact_k	intactk_fwd	2054
J458	1	kmer49	2206791	2206840	2208894	2209028	intact_k	intactk_fwd	2054
J459	0	kmer49	2206790	2206839	2208893	2209027	intact_k	intactk_fwd	2054
J460	1	kmer49	2207842	2207891	2209945	2210079	intact_k	intactk_fwd	2054
J461	1	kmer49	2206792	2206841	2208895	2209029	intact_k	intactk_fwd	2054
J462	1	kmer49	2207841	2207890	2209944	2210078	intact_k	intactk_fwd	2054
J473	0	kmer49	1851049	1851000	1848946	1848812	intact_k	intactk_rev	2054
J475	0	kmer49	1851077	1851028	1848976	1848842	intact_k	intactk_rev	2052
J476	0	kmer49	1870909	1870860	1868806	1868672	intact_k	intactk_rev	2054
J477	0	kmer49	1851058	1851009	1848957	1848823	intact_k	intactk_rev	2052
J487	0	kmer49	1851069	1851020	1848966	1848832	intact_k	intactk_rev	2054
J493	0	kmer49	1852100	1852051	1849997	1849863	intact_k	intactk_rev	2054
J494	0	kmer49	1870928	1870879	1868825	1868691	intact_k	intactk_rev	2054
J495	0	kmer49	1900831	1900782	1898728	1898594	intact_k	intactk_rev	2054
J496	0	kmer49	2130391	2130440	1814746	1814612	mv&flp	NA	315645
J497	0	kmer49	2133719	2133768	1818074	1817940	mv&flp	NA	315645
J522	0	kmer49	2130390	2130439	1815794	1815660	mv&flp	NA	314596
J523	0	kmer49	2132489	2132538	1816844	1816710	mv&flp	NA	315645
J524	0	kmer49	2131346	2131395	1817801	1817667	mv&flp	NA	313545
J525	0	kmer49	2131355	2131404	1817809	1817675	mv&flp	NA	313546
J526	0	kmer49	1902914	1902865	1900811	1900677	intact_k	intactk_rev	2054
J527	0	kmer49	2130364	2130413	1815759	1815625	mv&flp	NA	314605
J528	0	kmer49	1902915	1902866	1900812	1900678	intact_k	intactk_rev	2054
J529	0	kmer49	1902917	1902868	1900814	1900680	intact_k	intactk_rev	2054
J546	0	kmer49	2173467	2173516	2175570	2175704	intact_k	intactk_fwd	2054
J549	1	kmer49	2205681	2205730	2207784	2207918	intact_k	intactk_fwd	2054
J567	0	kmer49	2205707	2205756	2207810	2207944	intact_k	intactk_fwd	2054
J571	0	kmer49	2205727	2205776	2207830	2207964	intact_k	intactk_fwd	2054
J582	0	kmer49	2207538	2207587	2209641	2209775	intact_k	intactk_fwd	2054
J586	0	kmer49	2207549	2207598	2209652	2209786	intact_k	intactk_fwd	2054
J588	0	kmer49	2174529	2174578	2176632	2176766	intact_k	intactk_fwd	2054
J589	0	kmer49	1852175	1852126	1850072	1849938	intact_k	intactk_rev	2054
J591	0	kmer49	2206510	2206559	2208613	2208747	intact_k	intactk_fwd	2054
J592	1	kmer49	2206779	2206828	2208882	2209016	intact_k	intactk_fwd	2054
J595	0	kmer49	2205462	2205511	2207565	2207699	intact_k	intactk_fwd	2054
J597	0	kmer49	2133714	2133763	1817020	1816886	mv&flp	NA	316694
J598	0	kmer49	2132485	2132534	1815791	1815657	mv&flp	NA	316694
J600	0	kmer49	1901854	1901805	1899751	1899617	intact_k	intactk_rev	2054
J601	0	kmer49	2134574	2134623	1817880	1817746	mv&flp	NA	316694
J604	0	kmer49	2151597	2151646	2153700	2153834	intact_k	intactk_fwd	2054
J608	0	kmer49	1851120	1851071	1849017	1848883	intact_k	intactk_rev	2054
J609	0	kmer49	2133535	2133584	1817890	1817756	mv&flp	NA	315645
J610	0	kmer49	1852176	1852127	1850073	1849939	intact_k	intactk_rev	2054
J612	0	kmer49	1851123	1851074	1849020	1848886	intact_k	intactk_rev	2054
J616	0	kmer49	2132480	2132529	1816841	1816707	mv&flp	NA	315639
J618	0	kmer49	2131432	2131481	1815789	1815655	mv&flp	NA	315643
J619	0	kmer49	1870940	1870891	1868837	1868703	intact_k	intactk_rev	2054
J620	0	kmer49	1873028	1872979	1870925	1870791	intact_k	intactk_rev	2054
J622	0	kmer49	1869901	1869852	1867798	1867664	intact_k	intactk_rev	2054
J623	0	kmer49	2132501	2132550	1816847	1816713	mv&flp	NA	315654
J625	0	kmer49	1905816	1905767	1903713	1903579	intact_k	intactk_rev	2054
J628	0	kmer49	2205732	2205781	2207835	2207969	intact_k	intactk_fwd	2054
J631	0	kmer49	2129339	2129388	1815792	1815658	mv&flp	NA	313547
J632	0	kmer49	2205741	2205790	2207844	2207978	intact_k	intactk_fwd	2054
J638	0	kmer49	2205739	2205788	2207842	2207976	intact_k	intactk_fwd	2054
J650	1	kmer49	2205735	2205784	2207838	2207972	intact_k	intactk_fwd	2054
J656	0	kmer49	2206789	2206838	2208892	2209026	intact_k	intactk_fwd	2054
J662	0	kmer49	1851145	1851096	1849042	1848908	intact_k	intactk_rev	2054
J667	0	kmer49	2206779	2206828	2208882	2209016	intact_k	intactk_fwd	2054
J672	1	kmer49	1852169	1852120	1850066	1849932	intact_k	intactk_rev	2054
J673	0	kmer49	2205730	2205779	2207833	2207967	intact_k	intactk_fwd	2054
J680	0	kmer49	2153686	2153735	2155789	2155923	intact_k	intactk_fwd	2054
J690	0	kmer49	1807955	1807906	2121507	2121641	mv&flp	NA	313552
J701	1	kmer49	1817878	1817829	1815775	1815641	intact_k	intactk_rev	2054
J705	1	kmer49	1848967	1848918	1846864	1846730	intact_k	intactk_rev	2054
J733	0	kmer49	1851014	1850965	1848911	1848777	intact_k	intactk_rev	2054
J736	0	kmer49	2134560	2134609	1818917	1818783	mv&flp	NA	315643
J741	0	kmer49	2173150	2173199	1856469	1856335	mv&flp	NA	316681
J747	0	kmer49	1807946	1807897	2121499	2121633	mv&flp	NA	313553
J748	0	kmer49	1807948	1807899	2121498	2121632	mv&flp	NA	313550
J761	0	kmer49	2133534	2133583	1818938	1818804	mv&flp	NA	314596
J764	0	kmer49	2130398	2130447	1815794	1815660	mv&flp	NA	314604
J782	0	kmer49	2131396	2131445	1815756	1815622	mv&flp	NA	315640
J800	1	kmer49	1817891	1817842	1815788	1815654	intact_k	intactk_rev	2054
J802	0	kmer49	2131408	2131457	1816812	1816678	mv&flp	NA	314596
J805	0	kmer49	2133534	2133583	1817891	1817757	mv&flp	NA	315643
J810	0	kmer49	1851139	1851090	1849036	1848902	intact_k	intactk_rev	2054
J820	0	kmer49	2131500	2131549	1814806	1814672	mv&flp	NA	316694
J836	0	kmer49	2131430	2131479	1816837	1816703	mv&flp	NA	314593
J844	0	kmer49	2132488	2132537	1816835	1816701	mv&flp	NA	315653
J848	0	kmer49	2132480	2132529	1817885	1817751	mv&flp	NA	314595
J856	0	kmer49	1813196	1813147	2127792	2127926	mv&flp	NA	314596
J865	0	kmer49	2130388	2130437	1815794	1815660	mv&flp	NA	314594
J866	0	kmer49	2130392	2130441	1816848	1816714	mv&flp	NA	313544
J867	0	kmer49	1900802	1900753	1898699	1898565	intact_k	intactk_rev	2054
J876	0	kmer49	2173513	2173562	2175616	2175750	intact_k	intactk_fwd	2054
J884	0	kmer49	1872000	1871951	1869897	1869763	intact_k	intactk_rev	2054
J888	0	kmer49	1870953	1870904	1868850	1868716	intact_k	intactk_rev	2054
K003	0	kmer49	2131423	2131472	1816832	1816698	mv&flp	NA	314591
K005	0	kmer49	2131432	2131481	1816838	1816704	mv&flp	NA	314594
K014	0	kmer49	2133534	2133583	1818940	1818806	mv&flp	NA	314594
C505	1	kmer48	1849162	1849016	1846962	1846925	intact_k	intactk_rev	2054
C549	1	kmer48	1849136	1848990	1846936	1846899	intact_k	intactk_rev	2054
C569	1	kmer48	2206425	2206571	2208625	2208662	intact_k	intactk_fwd	2054
C571	1	kmer48	2206431	2206577	2208631	2208668	intact_k	intactk_fwd	2054
C734	1	kmer48	1899876	1899730	1897676	1897639	intact_k	intactk_rev	2054
C742	1	kmer48	1850188	1850042	1847988	1847951	intact_k	intactk_rev	2054
C756	1	kmer48	2206416	2206562	2208616	2208653	intact_k	intactk_fwd	2054
C757	1	kmer48	1850180	1850034	1847980	1847943	intact_k	intactk_rev	2054
C871	1	kmer48	2201147	2201293	2203347	2203384	intact_k	intactk_fwd	2054
C934	1	kmer48	1850183	1850037	1847983	1847946	intact_k	intactk_rev	2054
C958	1	kmer48	2200274	2200420	2202474	2202511	intact_k	intactk_fwd	2054
C975	1	kmer48	1850284	1850138	1848084	1848047	intact_k	intactk_rev	2054
D175	1	kmer48	1853352	1853206	1851152	1851115	intact_k	intactk_rev	2054
D236	1	kmer48	2153590	2153736	2155790	2155827	intact_k	intactk_fwd	2054
D321	1	kmer48	1848087	1847941	1845887	1845850	intact_k	intactk_rev	2054
D322	1	kmer48	1848075	1847929	1845875	1845838	intact_k	intactk_rev	2054
D422	1	kmer48	1850183	1850037	1847983	1847946	intact_k	intactk_rev	2054
D502	1	kmer48	2204329	2204475	2206529	2206566	intact_k	intactk_fwd	2054
D521	1	kmer48	1846986	1846840	1844786	1844749	intact_k	intactk_rev	2054
D665	1	kmer48	1849137	1848991	1846937	1846900	intact_k	intactk_rev	2054
D717	1	kmer48	2203267	2203413	2205467	2205504	intact_k	intactk_fwd	2054
D735	1	kmer48	2204312	2204458	2206512	2206549	intact_k	intactk_fwd	2054
D799	1	kmer48	2204319	2204465	2206519	2206556	intact_k	intactk_fwd	2054
D800	1	kmer48	2202216	2202362	2204416	2204453	intact_k	intactk_fwd	2054
D869	1	kmer48	1850108	1849962	1847908	1847871	intact_k	intactk_rev	2054
D879	1	kmer48	2206419	2206565	2208619	2208656	intact_k	intactk_fwd	2054
D919	1	kmer48	1851234	1851088	1849034	1848997	intact_k	intactk_rev	2054
D925	1	kmer48	1850182	1850036	1847982	1847945	intact_k	intactk_rev	2054
E024	1	kmer48	2204314	2204460	2206514	2206551	intact_k	intactk_fwd	2054
E025	1	kmer48	2204315	2204461	2206515	2206552	intact_k	intactk_fwd	2054
E087	1	kmer48	2204318	2204464	2206518	2206555	intact_k	intactk_fwd	2054
E140	1	kmer48	1848057	1847911	1845857	1845820	intact_k	intactk_rev	2054
E150	1	kmer48	1850200	1850054	1848000	1847963	intact_k	intactk_rev	2054
E153	1	kmer48	1851226	1851080	1849026	1848989	intact_k	intactk_rev	2054
E191	1	kmer48	1854371	1854225	1852171	1852134	intact_k	intactk_rev	2054
E194	1	kmer48	1848084	1847938	1845884	1845847	intact_k	intactk_rev	2054
E198	1	kmer48	1850172	1850026	1847972	1847935	intact_k	intactk_rev	2054
E365	1	kmer48	1849146	1849000	1846946	1846909	intact_k	intactk_rev	2054
E368	1	kmer48	1850170	1850024	1847970	1847933	intact_k	intactk_rev	2054
E530	1	kmer48	1905105	1904959	1902905	1902868	intact_k	intactk_rev	2054
E537	1	kmer48	1854380	1854234	1852180	1852143	intact_k	intactk_rev	2054
E541	1	kmer48	2207467	2207613	2209667	2209704	intact_k	intactk_fwd	2054
E555	1	kmer48	1848088	1847942	1845888	1845851	intact_k	intactk_rev	2054
E587	1	kmer48	1845420	1845274	1843220	1843183	intact_k	intactk_rev	2054
E602	1	kmer48	2207454	2207600	2209654	2209691	intact_k	intactk_fwd	2054
E809	1	kmer48	1849130	1848984	1846930	1846893	intact_k	intactk_rev	2054
E898	1	kmer48	2204304	2204450	2206504	2206541	intact_k	intactk_fwd	2054
E945	1	kmer48	1955208	1955062	1929213	1929176	intact_k	intactk_rev	25849
E976	1	kmer48	1941419	1941273	1915424	1915387	intact_k	intactk_rev	25849
F011	1	kmer48	2204314	2204460	2206514	2206551	intact_k	intactk_fwd	2054
F013	1	kmer48	2203362	2203508	2205562	2205599	intact_k	intactk_fwd	2054
F034	1	kmer48	1905647	1905501	1903447	1903410	intact_k	intactk_rev	2054
F501	1	kmer48	2149407	2149553	2151607	2151644	intact_k	intactk_fwd	2054
F569	1	kmer48	2150456	2150602	2152656	2152693	intact_k	intactk_fwd	2054
F578	1	kmer48	2144209	2144355	2146409	2146446	intact_k	intactk_fwd	2054
F580	1	kmer48	1848083	1847937	1845883	1845846	intact_k	intactk_rev	2054
