sseqid	mystart	myend	merge
I420	3285354	3286406	NA
I420	3296334	3297386	NA
I420	3304424	3305476	NA
I420	3308865	3309911	NA
I420	3317939	3318991	NA
I420	3322368	3323419	NA
I420	3385119	3386171	NA
I420	3405083	3406135	NA
I420	3420981	3422033	NA
I420	3428915	3429967	NA
I420	3438011	3439063	NA
I420	3481747	3482799	NA
I420	3484352	3485403	NA
I420	3496128	3497180	NA
I420	3503471	3504517	NA
I420	3519253	3520305	NA
I420	3537322	3538374	NA
I420	3539662	3540714	NA
I420	3550377	3551428	NA
I420	3562138	3563190	NA
I420	3576375	3577427	NA
I420	3589225	3591326	merged_IS
I420	3628453	3629505	NA
I420	3664504	3665556	NA
I420	3709448	3711545	merged_IS
I420	3723687	3724739	NA
I420	3734123	3735175	NA
I420	3737434	3738486	NA
I420	3758554	3759606	NA
I420	3760669	3761715	NA
I420	3773485	3774537	NA
I420	3790295	3791342	NA
I420	3793428	3794479	NA
I420	3829951	3831002	NA
I420	3846979	3849080	merged_IS
I420	3922024	3923075	NA
I420	3930564	3931616	NA
I420	3959470	3960522	NA
I420	4010902	4011172	NA
I420	4033790	4034842	NA
I420	4039205	4041306	merged_IS
I420	4074546	4075598	NA
I420	4086271	4087323	NA
I387	27283	28335	NA
I387	34524	35576	NA
I387	43562	44614	NA
I387	50040	51092	NA
I387	57498	58550	NA
I387	68984	70036	NA
I387	77635	78687	NA
I387	79374	79604	NA
I387	107428	108480	NA
I387	121123	122175	NA
I387	135158	136205	NA
I387	164894	166995	merged_IS
I387	175249	176301	NA
I387	195353	196405	NA
I387	206583	207635	NA
I387	225503	226555	NA
I387	234284	235336	NA
I387	236370	237422	NA
I387	266521	267573	NA
I387	278190	279242	NA
I387	287023	288075	NA
I387	301602	302654	NA
I387	303018	304070	NA
I387	331332	332384	NA
I387	355968	357020	NA
I387	366354	367401	NA
I387	391907	392954	NA
I387	402105	403152	NA
I387	413436	414488	NA
I387	422101	423147	NA
I387	431271	432322	NA
I387	448465	450566	merged_IS
I387	466851	467903	NA
I387	476221	477268	NA
I387	523455	524507	NA
I387	553510	554562	NA
I387	563938	564990	NA
I387	590319	591371	NA
I387	620700	621752	NA
I387	636791	637843	NA
I387	649644	650696	NA
I387	666170	667222	NA
I387	678238	679289	NA
I387	682074	683126	NA
I387	689422	690474	NA
I387	720218	721265	NA
I387	735953	737005	NA
I387	748191	749243	NA
I387	752248	753300	NA
I387	758301	759353	NA
I387	762169	763221	NA
I387	777418	778464	NA
I387	814815	815867	NA
I387	820402	821454	NA
I387	854003	855050	NA
I387	861837	862889	NA
I387	902311	903363	NA
I387	912874	913926	NA
I387	934572	935624	NA
I387	938275	939328	NA
I387	952734	953786	NA
I387	956490	957542	NA
I387	976863	977915	NA
I387	997316	998368	NA
I387	1024379	1025431	NA
I387	1037121	1038167	NA
I387	1046179	1047231	NA
I387	1081411	1082463	NA
I387	1095992	1097044	NA
I387	1112095	1113147	NA
I387	1116930	1117982	NA
I387	1125461	1126513	NA
I387	1153135	1154181	NA
I387	1157580	1158632	NA
I387	1176318	1177370	NA
I387	1179525	1180627	merged_IS
I387	1196876	1197928	NA
I387	1216714	1217766	NA
I387	1218800	1219852	NA
I387	1235253	1236300	NA
I387	1270578	1271629	NA
I387	1292613	1293665	NA
I387	1297675	1298727	NA
I387	1319497	1320549	NA
I387	1323930	1324982	NA
I387	1326837	1327889	NA
I387	1328428	1329480	NA
I387	1337393	1338445	NA
I387	1383282	1384334	NA
I387	1418123	1419175	NA
I387	1424461	1425513	NA
I387	1436741	1438842	merged_IS
I387	1464438	1465490	NA
I387	1469223	1470275	NA
I387	1471401	1472453	NA
I387	1486860	1487912	NA
I387	1515856	1516908	NA
I387	1530119	1531171	NA
I387	1534239	1535291	NA
I387	1550707	1551759	NA
I387	1572011	1573063	NA
I387	1581336	1582388	NA
I387	1618134	1619186	NA
I387	1621564	1622616	NA
I387	1626345	1627397	NA
I387	1642316	1643363	NA
I387	1664058	1665110	NA
I387	1672774	1673826	NA
I387	1681021	1682073	NA
I387	1695383	1696435	NA
I387	1702908	1703960	NA
I387	1724455	1725507	NA
I387	1726166	1726574	NA
I387	1767422	1768473	NA
I387	1781484	1782536	NA
I387	1817348	1818400	NA
I387	1831594	1832646	NA
I387	1833577	1834629	NA
I387	1869830	1871931	merged_IS
I387	1901104	1903205	merged_IS
I387	1914206	1915258	NA
I387	1921127	1923228	merged_IS
I387	1942873	1943925	NA
I387	1944374	1945426	NA
I387	1961612	1962659	NA
I387	1962662	1963709	NA
I387	1975206	1976258	NA
I387	1976378	1977430	NA
I387	1995066	1996118	NA
I387	2030901	2031953	NA
I387	2037575	2039676	merged_IS
I387	2063689	2064741	NA
I387	2073185	2074237	NA
I387	2107172	2108224	NA
I387	2133049	2134099	NA
I387	2171113	2172165	NA
I387	2181426	2182478	NA
I387	2195878	2196930	NA
I387	2218766	2220867	merged_IS
I387	2228388	2230489	merged_IS
I387	2269501	2271600	merged_IS
I387	2277854	2278906	NA
I387	2304719	2305771	NA
I387	2332126	2333178	NA
I387	2379197	2380249	NA
I387	2412610	2413662	NA
I387	2440757	2441809	NA
I387	2453230	2454276	NA
I387	2474247	2474387	merged_IS
I387	2478120	2479172	NA
I387	2511883	2512935	NA
I387	2524005	2526106	merged_IS
I387	2531600	2532652	NA
I387	2535311	2536363	NA
I387	2578540	2579592	NA
I387	2613028	2614080	NA
I387	2640084	2641131	NA
I387	2644191	2645243	NA
I387	2673155	2675256	merged_IS
I387	2690538	2691590	NA
I387	2699928	2700980	NA
I387	2708567	2710668	merged_IS
I387	2765328	2766380	NA
I387	2790450	2791502	NA
I387	2809796	2811897	merged_IS
I387	2817180	2818231	NA
I387	2842056	2843108	NA
I387	2863260	2865361	merged_IS
I387	2873387	2874439	NA
I387	2888814	2889866	NA
I387	2914122	2915174	NA
I387	2924617	2925669	NA
I387	2929222	2930274	NA
I387	2952465	2953516	NA
I387	2960559	2961611	NA
I387	2970167	2971218	NA
I387	2972505	2973557	NA
I387	2983134	2984180	NA
I387	2990450	2991502	NA
I387	2995883	2996935	NA
I387	2998695	2999747	NA
I387	3003299	3004351	NA
I387	3013839	3013866	merged_IS
I387	3028499	3029550	NA
I387	3034785	3035836	NA
I387	3052494	3053546	NA
I387	3094859	3095911	NA
I387	3126731	3127783	NA
I387	3135012	3136064	NA
I387	3154593	3155645	NA
I387	3188566	3189618	NA
I387	3237660	3238712	NA
I387	3240059	3241111	NA
I387	3246648	3248749	merged_IS
I387	3271547	3272599	NA
I387	3284327	3285379	NA
I387	3295307	3296359	NA
I387	3303397	3304449	NA
I387	3307838	3308884	NA
I387	3316912	3317964	NA
I387	3321341	3322393	NA
I387	3384093	3385145	NA
I387	3404057	3405109	NA
I387	3419955	3421007	NA
I387	3427889	3428941	NA
I387	3436985	3438037	NA
I387	3480721	3481771	NA
I387	3483324	3484375	NA
I387	3495100	3496152	NA
I387	3502443	3503489	NA
I387	3518225	3519277	NA
I387	3536294	3537346	NA
I387	3538634	3539686	NA
I387	3549349	3550400	NA
I387	3561110	3562162	NA
I387	3575347	3576399	NA
I387	3588197	3590298	merged_IS
I387	3627425	3628477	NA
I387	3663476	3664528	NA
I387	3708421	3710518	merged_IS
I387	3722660	3723712	NA
I387	3733096	3734148	NA
I387	3736407	3737459	NA
I387	3757527	3758579	NA
I387	3759642	3760688	NA
I387	3772458	3773510	NA
I387	3789268	3790315	NA
I387	3792401	3793452	NA
I387	3828924	3829976	NA
I387	3845953	3847005	NA
I387	3919949	3921000	NA
I387	3928489	3929541	NA
I387	3957395	3958447	NA
I387	4008827	4009097	NA
I387	4031715	4032767	NA
I387	4037130	4038182	NA
I387	4071422	4072474	NA
I387	4083147	4084199	NA
I373	27283	28335	NA
I373	34524	35576	NA
I373	43562	44614	NA
I373	50040	51092	NA
I373	57498	58550	NA
I373	68984	70036	NA
I373	77635	78687	NA
I373	79374	79604	NA
I373	107428	108480	NA
I373	121123	122175	NA
I373	150029	151081	NA
I373	158570	159621	NA
I373	232565	233617	NA
I373	249594	250646	NA
I373	286118	287169	NA
I373	289255	290302	NA
I373	306060	307112	NA
I373	318882	319928	NA
I373	320991	322043	NA
I373	342111	343163	NA
I373	345422	346474	NA
I373	355858	356910	NA
I373	369052	371149	merged_IS
I373	415041	416093	NA
I373	451093	452145	NA
I373	489272	491373	merged_IS
I373	503171	504223	NA
I373	517408	518460	NA
I373	529170	530221	NA
I373	539884	540936	NA
I373	542224	543276	NA
I373	560293	561345	NA
I373	576081	577127	NA
I373	583418	584470	NA
I373	595195	596246	NA
I373	597799	598851	NA
I373	641535	642587	NA
I373	650631	651683	NA
I373	658565	659617	NA
I373	674463	675515	NA
I373	694427	695479	NA
I373	757179	758231	NA
I373	761608	762660	NA
I373	770688	771734	NA
I373	775123	776175	NA
I373	783213	784265	NA
I373	794193	795245	NA
I373	806973	808025	NA
I373	830823	832924	merged_IS
I373	838461	840562	merged_IS
I373	841909	842961	NA
I373	891004	892056	NA
I373	924977	926029	NA
I373	944558	945610	NA
I373	952838	953890	NA
I373	984710	985762	NA
I373	1027075	1028127	NA
I373	1044785	1045836	NA
I373	1051071	1052122	NA
I373	1065730	1066782	merged_IS
I373	1076270	1077322	NA
I373	1080874	1081926	NA
I373	1083686	1084738	NA
I373	1089119	1090171	NA
I373	1096441	1097487	NA
I373	1107064	1108116	NA
I373	1109403	1110454	NA
I373	1119010	1120062	NA
I373	1127105	1128156	NA
I373	1150347	1151399	NA
I373	1154952	1156004	NA
I373	1165447	1166499	NA
I373	1190755	1191807	NA
I373	1206182	1207234	NA
I373	1215260	1217361	merged_IS
I373	1237513	1238565	NA
I373	1262390	1263441	NA
I373	1269761	1270813	NA
I373	1286214	1287261	NA
I373	1321539	1322590	NA
I373	1343574	1344626	NA
I373	1348636	1349688	NA
I373	1370458	1371510	NA
I373	1374891	1375943	NA
I373	1377798	1378845	NA
I373	1378848	1379895	NA
I373	1387804	1388856	NA
I373	1433693	1434745	NA
I373	1468534	1469586	NA
I373	1474872	1475924	NA
I373	1487152	1489253	merged_IS
I373	1514849	1515901	NA
I373	1519634	1520686	NA
I373	1521812	1522864	NA
I373	1537271	1538323	NA
I373	1566267	1567319	NA
I373	1580530	1581582	NA
I373	1584650	1585702	NA
I373	1601118	1602170	NA
I373	1622422	1623474	NA
I373	1631747	1632799	NA
I373	1668545	1669597	NA
I373	1671975	1673027	NA
I373	1676756	1677808	NA
I373	1692727	1693774	NA
I373	1714469	1715521	NA
I373	1723185	1724237	NA
I373	1731432	1732484	NA
I373	1745794	1747895	merged_IS
I373	1754368	1755420	NA
I373	1775915	1776967	NA
I373	1777626	1778034	NA
I373	1818882	1819933	NA
I373	1832944	1833996	NA
I373	1868808	1869859	NA
I373	1894684	1895736	NA
I373	1928671	1929723	NA
I373	1938168	1939220	NA
I373	1963233	1965334	merged_IS
I373	1970956	1972008	NA
I373	2006791	2007843	NA
I373	2025479	2026531	NA
I373	2026651	2027703	NA
I373	2039200	2040252	NA
I373	2040255	2041291	NA
I373	2057477	2058529	NA
I373	2058978	2060030	NA
I373	2079675	2081776	merged_IS
I373	2087645	2088697	NA
I373	2099698	2101799	merged_IS
I373	2130972	2133073	merged_IS
I373	2168274	2169326	NA
I373	2170257	2171309	NA
I373	2184503	2185554	NA
I373	2222559	2223611	NA
I373	2232872	2233924	NA
I373	2247324	2249425	merged_IS
I373	2271261	2272313	NA
I373	2279834	2280886	NA
I373	2319898	2320950	NA
I373	2327204	2329305	merged_IS
I373	2355118	2356170	NA
I373	2382525	2383577	NA
I373	2429596	2430648	NA
I373	2463009	2464061	NA
I373	2491156	2492208	NA
I373	2503629	2504675	NA
I373	2524646	2524786	merged_IS
I373	2528519	2529571	NA
I373	2562282	2563334	NA
I373	2574404	2576505	merged_IS
I373	2581999	2583051	NA
I373	2585710	2586762	NA
I373	2628940	2629992	NA
I373	2663428	2664480	NA
I373	2690484	2691531	NA
I373	2694591	2695643	NA
I373	2723555	2724607	NA
I373	2739889	2740941	NA
I373	2749279	2750331	NA
I373	2757918	2758970	NA
I373	2813639	2814691	NA
I373	2838761	2839813	NA
I373	2858107	2859159	NA
I373	2877945	2878997	NA
I373	2895246	2896348	merged_IS
I373	2898503	2899555	NA
I373	2917241	2918293	NA
I373	2921692	2922738	NA
I373	2949360	2950412	NA
I373	2957891	2958943	NA
I373	2962726	2963778	NA
I373	2978829	2979881	NA
I373	2994778	2995830	NA
I373	3027700	3028752	NA
I373	3036764	3037810	NA
I373	3049500	3051601	merged_IS
I373	3077612	3078664	NA
I373	3098065	3099117	NA
I373	3118438	3119490	NA
I373	3122194	3123246	NA
I373	3136652	3137705	NA
I373	3140356	3141408	NA
I373	3162054	3163106	NA
I373	3172617	3173669	NA
I373	3213091	3214143	NA
I373	3220930	3221977	NA
I373	3254526	3255578	NA
I373	3260113	3261165	NA
I373	3297516	3298562	NA
I373	3312759	3313811	NA
I373	3316627	3317679	NA
I373	3322680	3323732	NA
I373	3326737	3327789	NA
I373	3338975	3340027	NA
I373	3354715	3355762	NA
I373	3385506	3386558	NA
I373	3392854	3393906	NA
I373	3396691	3397742	NA
I373	3408758	3409810	NA
I373	3425284	3426336	NA
I373	3438137	3439189	NA
I373	3454228	3455280	NA
I373	3484610	3485662	NA
I373	3510991	3513092	merged_IS
I373	3522468	3523520	NA
I373	3552523	3553575	NA
I373	3599762	3600809	NA
I373	3609127	3610179	NA
I373	3626464	3628565	merged_IS
I373	3644708	3645759	NA
I373	3653883	3654929	NA
I373	3662542	3663594	NA
I373	3673878	3674925	NA
I373	3684076	3685123	NA
I373	3709629	3710676	NA
I373	3720010	3721062	NA
I373	3744646	3745698	NA
I373	3772960	3774012	NA
I373	3774376	3775428	NA
I373	3788955	3790007	NA
I373	3797788	3798840	NA
I373	3809457	3810509	NA
I373	3839608	3840660	NA
I373	3841694	3842746	NA
I373	3850475	3851527	NA
I373	3869395	3870447	NA
I373	3880625	3881677	NA
I373	3900729	3901781	NA
I373	3910035	3911087	NA
I373	3939776	3940823	NA
I373	3953806	3954858	NA
I373	4005238	4005508	NA
I373	4028126	4029178	NA
I373	4033541	4035642	merged_IS
I373	4068882	4069934	NA
I373	4080607	4081659	NA
I372	27283	28335	NA
I372	34524	35576	NA
I372	43562	44614	NA
I372	50040	51092	NA
I372	57498	58550	NA
I372	68984	70036	NA
I372	77635	78687	NA
I372	79374	79604	NA
I372	107428	108480	NA
I372	121123	122175	NA
I372	135158	136205	NA
I372	164896	165948	NA
I372	174202	175254	NA
I372	194306	195358	NA
I372	205536	206588	NA
I372	224456	225508	NA
I372	233237	234289	NA
I372	235323	236375	NA
I372	265474	266526	NA
I372	277143	278195	NA
I372	285976	287028	NA
I372	300555	301607	NA
I372	301971	303023	NA
I372	330285	331337	NA
I372	354921	355973	NA
I372	365307	366354	NA
I372	390860	391907	NA
I372	401058	402105	NA
I372	412389	413441	NA
I372	421054	422100	NA
I372	430224	431275	NA
I372	468402	469454	NA
I372	481252	482304	NA
I372	495489	496541	NA
I372	507251	508302	NA
I372	517965	519017	NA
I372	520305	521357	NA
I372	538374	539426	NA
I372	554162	555208	NA
I372	561499	562551	NA
I372	573276	574327	NA
I372	575880	576932	NA
I372	619616	620668	NA
I372	628712	629764	NA
I372	630643	631695	NA
I372	637695	638747	NA
I372	653593	654645	NA
I372	673557	674609	NA
I372	736309	737361	NA
I372	740738	741790	NA
I372	749818	750864	NA
I372	754253	755305	NA
I372	762343	763395	NA
I372	773323	774375	NA
I372	786103	787155	NA
I372	809953	812054	merged_IS
I372	817591	818643	NA
I372	819990	821042	NA
I372	869085	870137	NA
I372	903058	904110	NA
I372	922639	923691	NA
I372	930920	931972	NA
I372	962792	963844	NA
I372	1005157	1006209	NA
I372	1022867	1023918	NA
I372	1029153	1030204	NA
I372	1043812	1044864	merged_IS
I372	1054352	1055404	NA
I372	1058956	1060008	NA
I372	1061768	1062820	NA
I372	1067201	1068253	NA
I372	1074523	1075569	NA
I372	1081231	1082283	NA
I372	1086195	1087247	NA
I372	1088534	1089585	NA
I372	1098141	1099193	NA
I372	1106236	1107287	NA
I372	1129478	1130530	NA
I372	1134083	1135135	NA
I372	1144578	1145630	NA
I372	1169886	1170938	NA
I372	1185312	1186364	NA
I372	1194390	1195442	NA
I372	1215594	1216646	NA
I372	1240471	1241522	NA
I372	1247842	1248894	NA
I372	1264295	1265342	NA
I372	1299620	1300671	NA
I372	1321655	1323756	merged_IS
I372	1327766	1328818	NA
I372	1349587	1350639	NA
I372	1354020	1355072	NA
I372	1356927	1357979	NA
I372	1358518	1359570	NA
I372	1367483	1368535	NA
I372	1413372	1414424	NA
I372	1448213	1449265	NA
I372	1454551	1455603	NA
I372	1466831	1467883	NA
I372	1493479	1494531	NA
I372	1498264	1499316	NA
I372	1500442	1501494	NA
I372	1515901	1516953	NA
I372	1544897	1545949	NA
I372	1559160	1560212	NA
I372	1563280	1564332	NA
I372	1579748	1580800	NA
I372	1601052	1602104	NA
I372	1610377	1611429	NA
I372	1647175	1648227	NA
I372	1650605	1651657	NA
I372	1655386	1656438	NA
I372	1671357	1672404	NA
I372	1693048	1694100	NA
I372	1701764	1702816	NA
I372	1710011	1711063	NA
I372	1724373	1725425	NA
I372	1731898	1732950	NA
I372	1753445	1754497	NA
I372	1755156	1755564	NA
I372	1796412	1797463	NA
I372	1810474	1811526	NA
I372	1846338	1847389	NA
I372	1872214	1873266	NA
I372	1906201	1907253	NA
I372	1915697	1916749	NA
I372	1948751	1949803	NA
I372	1975616	1976668	NA
I372	1982922	1983974	NA
I372	2022986	2024038	NA
I372	2031559	2032611	NA
I372	2054447	2056548	merged_IS
I372	2069948	2071000	NA
I372	2080261	2081313	NA
I372	2118318	2119369	NA
I372	2132563	2133615	NA
I372	2134546	2135598	NA
I372	2170799	2172900	merged_IS
I372	2202073	2204174	merged_IS
I372	2215175	2216227	NA
I372	2222096	2224197	merged_IS
I372	2243842	2245943	merged_IS
I372	2246392	2247444	NA
I372	2263630	2264666	NA
I372	2264669	2265721	NA
I372	2277218	2278270	NA
I372	2278390	2279442	NA
I372	2297078	2298130	NA
I372	2332913	2333964	NA
I372	2339586	2341687	merged_IS
I372	2360053	2361105	NA
I372	2407124	2408176	NA
I372	2440537	2441589	NA
I372	2468684	2469736	NA
I372	2481157	2482203	NA
I372	2502174	2502314	merged_IS
I372	2506047	2507099	NA
I372	2539810	2540862	NA
I372	2551932	2554033	merged_IS
I372	2559527	2560579	NA
I372	2563238	2564290	NA
I372	2606469	2607521	NA
I372	2640957	2642009	NA
I372	2668013	2669060	NA
I372	2672120	2673172	NA
I372	2701084	2702136	NA
I372	2717418	2718470	NA
I372	2726808	2727860	NA
I372	2735447	2736499	NA
I372	2791168	2792220	NA
I372	2816290	2817342	NA
I372	2834785	2836038	merged_IS
I372	2854824	2855876	NA
I372	2872125	2873227	merged_IS
I372	2875382	2876434	NA
I372	2894120	2895172	NA
I372	2898571	2899617	NA
I372	2926239	2927291	NA
I372	2934770	2935822	NA
I372	2939605	2940657	NA
I372	2955708	2956760	NA
I372	2970289	2971341	NA
I372	3005521	3006573	NA
I372	3014585	3015631	NA
I372	3027321	3028373	NA
I372	3054384	3055436	NA
I372	3074837	3075889	NA
I372	3095210	3096262	NA
I372	3098966	3100018	NA
I372	3113424	3114477	NA
I372	3117128	3118180	NA
I372	3138826	3139878	NA
I372	3149389	3150441	NA
I372	3189863	3190915	NA
I372	3197702	3198749	NA
I372	3231298	3232350	NA
I372	3236885	3237937	NA
I372	3274288	3275334	NA
I372	3289531	3291632	merged_IS
I372	3294448	3295500	NA
I372	3300501	3301553	NA
I372	3304558	3305610	NA
I372	3316796	3317848	NA
I372	3332536	3333583	NA
I372	3363327	3364379	NA
I372	3370675	3371727	NA
I372	3374512	3375563	NA
I372	3386579	3387631	NA
I372	3403105	3404157	NA
I372	3415958	3417010	NA
I372	3432049	3433101	NA
I372	3462431	3463483	NA
I372	3488812	3490913	merged_IS
I372	3500289	3501341	NA
I372	3530344	3531396	NA
I372	3577583	3578630	NA
I372	3586948	3588000	NA
I372	3604285	3606386	merged_IS
I372	3622529	3623581	NA
I372	3658581	3660682	merged_IS
I372	3704575	3706672	merged_IS
I372	3718814	3719866	NA
I372	3729250	3730302	NA
I372	3732561	3733613	NA
I372	3753681	3754733	NA
I372	3755796	3756842	NA
I372	3768612	3769664	NA
I372	3785422	3786469	NA
I372	3788555	3789606	NA
I372	3825078	3826130	NA
I372	3842107	3843159	NA
I372	3916103	3917154	NA
I372	3924643	3925695	NA
I372	3953549	3955650	merged_IS
I372	4006030	4006300	NA
I372	4028918	4029970	NA
I372	4034333	4036434	merged_IS
I372	4069674	4070726	NA
I372	4081399	4082449	NA
I323	27283	28335	NA
I323	34524	35576	NA
I323	43562	44613	NA
I323	50039	51091	NA
I323	57497	58549	NA
I323	68983	70035	NA
I323	77634	78686	NA
I323	79373	79603	NA
I323	107427	108479	NA
I323	121122	122174	NA
I323	135157	136204	NA
I323	164892	165944	NA
I323	174198	175250	NA
I323	194302	195353	NA
I323	205531	206583	NA
I323	224451	225503	NA
I323	233232	234284	NA
I323	235318	236370	NA
I323	265469	266521	NA
I323	277138	278189	NA
I323	285970	287022	NA
I323	300549	301601	NA
I323	301965	303017	NA
I323	330279	331331	NA
I323	354915	355967	NA
I323	365301	366348	NA
I323	390854	391901	NA
I323	401052	402099	NA
I323	412383	413435	NA
I323	421048	422094	NA
I323	430218	431269	NA
I323	447412	449513	merged_IS
I323	465798	466850	NA
I323	475168	476215	NA
I323	522402	523454	NA
I323	552457	553509	NA
I323	562885	563937	NA
I323	589266	590318	NA
I323	619648	620700	NA
I323	635739	636791	NA
I323	648592	649644	NA
I323	665118	666170	NA
I323	677186	678237	NA
I323	681022	682074	NA
I323	688370	689422	NA
I323	719166	720213	NA
I323	734901	735953	NA
I323	747139	748191	NA
I323	751196	752247	NA
I323	757248	758300	NA
I323	761116	762168	NA
I323	776365	777411	NA
I323	813762	814814	NA
I323	819349	820401	NA
I323	852950	853997	NA
I323	860784	861836	NA
I323	901258	902310	NA
I323	911821	912873	NA
I323	933519	934571	NA
I323	937222	938275	NA
I323	951681	952733	NA
I323	955437	956489	NA
I323	975810	976862	NA
I323	996263	997315	NA
I323	1023326	1024378	NA
I323	1036068	1037114	NA
I323	1045126	1046178	NA
I323	1080358	1081410	NA
I323	1094939	1095991	NA
I323	1111042	1112094	NA
I323	1115877	1116929	NA
I323	1124408	1125460	NA
I323	1152082	1153128	NA
I323	1156527	1157579	NA
I323	1175265	1176317	NA
I323	1178472	1179574	merged_IS
I323	1195823	1196875	NA
I323	1215661	1216713	NA
I323	1217747	1218799	NA
I323	1234199	1235246	NA
I323	1269524	1270575	NA
I323	1291559	1292611	NA
I323	1296621	1297673	NA
I323	1318443	1319495	NA
I323	1322876	1323928	NA
I323	1325783	1326835	NA
I323	1327374	1328425	NA
I323	1336338	1337389	NA
I323	1382226	1383278	NA
I323	1417067	1418119	NA
I323	1423405	1424457	NA
I323	1435685	1436737	NA
I323	1462333	1463385	NA
I323	1467118	1468170	NA
I323	1469296	1470348	NA
I323	1484755	1485807	NA
I323	1513751	1514803	NA
I323	1528014	1529066	NA
I323	1532134	1533186	NA
I323	1548602	1549654	NA
I323	1569906	1570958	NA
I323	1579231	1580283	NA
I323	1616029	1617081	NA
I323	1619459	1620511	NA
I323	1624240	1625292	NA
I323	1640211	1641258	NA
I323	1661953	1663005	NA
I323	1670669	1671721	NA
I323	1678916	1679968	NA
I323	1693278	1694330	NA
I323	1700803	1701855	NA
I323	1722350	1723402	NA
I323	1724061	1724469	NA
I323	1765316	1766367	NA
I323	1779378	1780430	NA
I323	1815242	1816294	NA
I323	1829488	1830540	NA
I323	1831471	1832523	NA
I323	1867724	1869825	merged_IS
I323	1898998	1901099	merged_IS
I323	1912100	1913152	NA
I323	1919021	1921122	merged_IS
I323	1940767	1942868	merged_IS
I323	1943317	1944369	NA
I323	1960555	1961591	NA
I323	1961594	1962646	NA
I323	1974143	1975195	NA
I323	1975315	1976367	NA
I323	1994003	1995055	NA
I323	2029838	2030890	NA
I323	2036512	2038613	merged_IS
I323	2062626	2063678	NA
I323	2072122	2073174	NA
I323	2106109	2107161	NA
I323	2131986	2133036	NA
I323	2170041	2171093	NA
I323	2180354	2181406	NA
I323	2194806	2195858	NA
I323	2217694	2219795	merged_IS
I323	2227316	2229417	merged_IS
I323	2268429	2269481	NA
I323	2275735	2276786	NA
I323	2302599	2303650	NA
I323	2330005	2331057	NA
I323	2377076	2378128	NA
I323	2410489	2411541	NA
I323	2438636	2439688	NA
I323	2451109	2452155	NA
I323	2472126	2472266	merged_IS
I323	2475999	2477051	NA
I323	2509762	2510814	NA
I323	2521884	2523985	merged_IS
I323	2529479	2530531	NA
I323	2533190	2534242	NA
I323	2576419	2577471	NA
I323	2610907	2611959	NA
I323	2637963	2639010	NA
I323	2642070	2643122	NA
I323	2671034	2673135	merged_IS
I323	2688417	2689469	NA
I323	2697807	2698859	NA
I323	2706446	2707498	NA
I323	2762158	2763210	NA
I323	2787280	2788332	NA
I323	2806626	2808727	merged_IS
I323	2814010	2815060	NA
I323	2838885	2839937	NA
I323	2860088	2862189	merged_IS
I323	2870215	2871267	NA
I323	2885641	2886693	NA
I323	2910949	2912001	NA
I323	2921444	2922496	NA
I323	2926049	2927101	NA
I323	2949292	2950343	NA
I323	2957386	2958438	NA
I323	2966994	2968045	NA
I323	2969332	2970384	NA
I323	2979961	2981007	NA
I323	2987277	2988329	NA
I323	2992710	2993762	NA
I323	2995522	2996574	NA
I323	3000126	3001178	NA
I323	3010666	3010693	merged_IS
I323	3025326	3026377	NA
I323	3031612	3032663	NA
I323	3049321	3050373	NA
I323	3091686	3092738	NA
I323	3123558	3124610	NA
I323	3131838	3132890	NA
I323	3151419	3152471	NA
I323	3185392	3186444	NA
I323	3234486	3235538	NA
I323	3236885	3237937	NA
I323	3243474	3245575	merged_IS
I323	3268373	3269425	NA
I323	3281153	3282205	NA
I323	3292133	3293185	NA
I323	3300223	3301275	NA
I323	3304664	3305710	NA
I323	3313738	3314790	NA
I323	3318167	3319219	NA
I323	3380919	3381971	NA
I323	3400883	3401935	NA
I323	3416781	3417833	NA
I323	3424715	3425767	NA
I323	3433811	3434863	NA
I323	3477547	3478597	NA
I323	3480150	3481201	NA
I323	3491926	3492978	NA
I323	3499269	3500315	NA
I323	3515051	3516103	NA
I323	3533120	3534172	NA
I323	3535460	3536512	NA
I323	3546175	3547226	NA
I323	3557936	3558988	NA
I323	3572173	3573225	NA
I323	3585023	3587124	merged_IS
I323	3624251	3625303	NA
I323	3660302	3661354	NA
I323	3705247	3707344	merged_IS
I323	3719486	3720538	NA
I323	3729922	3730974	NA
I323	3733233	3734285	NA
I323	3754353	3755405	NA
I323	3756468	3757514	NA
I323	3769284	3770336	NA
I323	3786094	3787141	NA
I323	3789227	3790278	NA
I323	3825750	3826802	NA
I323	3842779	3843830	NA
I323	3916774	3917825	NA
I323	3925314	3926366	NA
I323	3954220	3955272	NA
I323	4005652	4005922	NA
I323	4028540	4029592	NA
I323	4033955	4036056	merged_IS
I323	4069296	4070348	NA
I323	4081021	4082073	NA
I259	27283	28335	NA
I259	34524	35576	NA
I259	43562	44614	NA
I259	50040	51092	NA
I259	57498	58550	NA
I259	68984	70036	NA
I259	77635	78687	NA
I259	79374	79604	NA
I259	107428	108480	NA
I259	121123	122175	NA
I259	135158	136205	NA
I259	164893	165945	NA
I259	174199	175251	NA
I259	194303	195355	NA
I259	205533	206585	NA
I259	224453	225505	NA
I259	233234	234286	NA
I259	235320	236372	NA
I259	265471	266523	NA
I259	277140	278192	NA
I259	285973	287025	NA
I259	300552	301604	NA
I259	301968	303020	NA
I259	330282	331334	NA
